keys,ru,en
OUTCOME_COLD_HAND_TEXT,"Ночью что-то ложится поверх вашей ладони — холодное, как речной камень. К утру оно исчезает, но след остаётся. Потеряйте 1 рассудок.","In the night something settles over your hand — cold as a river stone. By morning it is gone, but the trace remains. Lose 1 Sanity."
OUTCOME_DARK_MARK_TEXT,"На внутренней стороне запястья проступает знак, которого вы не ставили. Те, кто понимает, отводят глаза. Получите состояние «Проклятие».","A mark you never made shows on the inside of your wrist. Those who understand look away. Gain a Cursed condition."
OUTCOME_RESTLESS_SPIRIT_TEXT,"Призрак не желает уходить и тянет вас за собой — в свои последние, мучительные минуты. Потеряйте 1 здоровье.","The ghost will not leave and drags you along — into its last, agonized minutes. Lose 1 Health."
OUTCOME_WITHERING_LUCK_TEXT,"Монета падает не той стороной, замок не поддаётся, спичка ломается в пальцах. Удача истончилась до нити. Сбросьте 1 улику.","The coin lands wrong, the lock will not yield, the match snaps in your fingers. Your luck has worn to a thread. Discard 1 Clue."
OUTCOME_DEEPENING_SHADOW_TEXT,"Ваша тень легла не туда, куда падает свет, и медлит, прежде чем повторить движение. Потеряйте 1 рассудок и 1 здоровье.","Your shadow has fallen where no light casts it, and lingers before it copies your movement. Lose 1 Sanity and 1 Health."
OUTCOME_SPIRIT_DEPARTS_TEXT,"На рассвете тяжесть отступает — призрак отыскал свой покой или просто устал от вас.","At dawn the weight recedes — the ghost has found its rest, or simply tired of you."
OUTCOME_BLESSING_OF_NODENS_TEXT,"Великий Владыка Бездны и его верные ночные призраки охотятся на слуг Древнего. Могучий Ноденс смотрит на вас благосклонно. Можете сбросить 1 монстра по своему выбору.","The Great Lord of the Abyss and his faithful night-gaunts hunt the servants of the Ancient One. Mighty Nodens looks upon you with favor. You may discard 1 monster of your choice."
OUTCOME_GUIDING_LIGHT_TEXT,"В тумане проступает огонёк — слишком ровный для свечи, слишком тёплый для звезды. Он выводит вас верной дорогой. Восстановите 1 рассудок.","A small light shows through the fog — too steady for a candle, too warm for a star. It leads you down the right road. Recover 1 Sanity."
OUTCOME_SECOND_WIND_TEXT,"Откуда-то приходят силы, которых уже не должно было остаться. Вы выпрямляетесь и идёте дальше. Восстановите 1 здоровье.","Strength comes from somewhere it should no longer have remained. You straighten up and walk on. Recover 1 Health."
OUTCOME_QUIET_MOMENT_TEXT,"Впервые за долгое время мир замолкает, и в этой тишине вы наконец слышите собственные мысли. Восстановите 1 рассудок.","For the first time in a long while the world falls quiet, and in that silence you finally hear your own thoughts. Recover 1 Sanity."
OUTCOME_FORTUNATE_FIND_TEXT,"Под половицей, куда вы оступились, что-то тускло блеснуло. Удача наконец повернулась к вам лицом. Получите 1 улику.","Beneath the floorboard you stumbled on, something glinted dully. Luck has turned to face you at last. Gain 1 Clue."
OUTCOME_STEADY_HAND_TEXT,"Страх отступает, дыхание выравнивается. Что бы ни ждало впереди, теперь вы готовы это встретить. Получите 1 жетон сосредоточения.","Fear recedes, your breathing steadies. Whatever waits ahead, you are ready to meet it. Gain 1 focus token."
OUTCOME_LINGERING_GRACE_TEXT,"Свет не угасает с рассветом — он остаётся с вами и в наступающий день.","The light does not fade with the dawn — it stays with you into the day to come."
OUTCOME_ANSWERED_PRAYER_TEXT,"Слова, сказанные в отчаянии, были услышаны. Помощь приходит тогда, когда вы уже перестали ждать. Восстановите 1 здоровье и 1 рассудок.","Words spoken in despair were heard. Help arrives just when you had stopped waiting for it. Recover 1 Health and 1 Sanity."
OUTCOME_THEY_FOUND_YOU_TEXT,"Шаги за спиной больше не отстают — они приближаются. Преследователь настигает вас в глухом переулке. Потеряйте 1 здоровье.","The footsteps behind you no longer fall back — they draw closer. Your pursuer catches you in a blind alley. Lose 1 Health."
OUTCOME_CLOSING_IN_TEXT,"Каждый поворот, каждая подворотня — всё то же лицо в толпе. Кольцо медленно сжимается. Сбросьте 1 улику.","Every turn, every gateway — the same face in the crowd. The circle slowly tightens. Discard 1 Clue."
OUTCOME_AMBUSH_TEXT,"Они ждали именно здесь, зная ваш путь лучше вас самих. Потеряйте 1 здоровье и 1 рассудок.","They waited exactly here, knowing your route better than you did. Lose 1 Health and 1 Sanity."
OUTCOME_SHELTER_REVEALED_TEXT,"Убежище раскрыто. Хозяева комнаты смотрят на вас с тем же страхом, с каким вы — на дверь. Сбросьте 1 предмет.","Your hideout is exposed. The room's owners watch you with the same fear you turn on the door. Discard 1 item."
OUTCOME_COLD_TRAIL_TEXT,"Вы петляли всю ночь дворами и крышами — и к рассвету шаги за спиной наконец стихли.","You wove through yards and rooftops all night — and by dawn the footsteps behind you finally fell silent."
OUTCOME_CAUGHT_OFF_GUARD_TEXT,"Рука ложится на плечо прежде, чем вы успеваете обернуться. Сбросьте 1 предмет.","A hand settles on your shoulder before you can turn around. Discard 1 item."
OUTCOME_FROSTBITE_TEXT,"Пальцы на ногах побелели и перестали слушаться; стягивая ботинок, вы боитесь того, что увидите. Потеряйте 1 здоровье.","Your toes have gone white and unfeeling; pulling off the boot, you dread what you will see. Lose 1 Health."
OUTCOME_NUMBING_COLD_TEXT,"Холод больше не жжёт — он убаюкивает, и это страшнее всего. Веки тяжелеют сами собой. Потеряйте 1 рассудок.","The cold no longer burns — it lulls, and that is the most frightening of all. Your eyelids grow heavy on their own. Lose 1 Sanity."
OUTCOME_BITTER_NIGHT_TEXT,"Костёр погас под утро, и остаток ночи вы провели, считая удары собственного сердца во тьме. Потеряйте 1 здоровье.","The fire died before morning, and you spent the rest of the night counting your own heartbeats in the dark. Lose 1 Health."
OUTCOME_SHELTER_FOUND_TEXT,"Заброшенная сторожка, охапка сухих дров, четыре стены против ветра. К утру вы снова чувствуете руки.","An abandoned watchman's hut, an armful of dry wood, four walls against the wind. By morning you can feel your hands again."

HOME_BTN_PLAY,Играть,Play
HOME_BTN_AUTHORS,Авторы,Authors
HOME_BTN_SETTINGS,Настройки,Settings
HOME_BTN_QUIT,Выход,Quit
HOME_AUTHORS_TITLE,Авторы,Authors
HOME_AUTHORS_BODY,"Dark Omens — цифровая адаптация настольной игры. Над проектом работает небольшая команда; полный список авторов появится позже.","Dark Omens — a digital adaptation of a tabletop game. Built by a small team; full credits coming later."

SKILL_LORE,Знание,Lore
SKILL_INFLUENCE,Влияние,Influence
SKILL_OBSERVATION,Наблюдательность,Observation
SKILL_STRENGTH,Сила,Strength
SKILL_WILL,Воля,Will

ENCOUNTER_TITLE,Встреча,Encounter
ENCOUNTER_GENERATING,Готовим встречу…,Preparing an encounter…
ENCOUNTER_CHECK,Проверка,Test
ENCOUNTER_ROLL,Бросить кубики,Roll the dice
ENCOUNTER_DICE,Кубики,Dice
ENCOUNTER_SUCCESSES,успехов,successes
ENCOUNTER_DEFAULT_BG,"сыщик, идущий по следу кошмара","an investigator on the trail of a nightmare"
ENCOUNTER_FALLBACK_NAME,Тревожное затишье,An Uneasy Lull
ENCOUNTER_FALLBACK_MAIN,"Связь с потусторонним рвётся, и подробности встречи ускользают. Вы собираетесь с духом и идёте дальше (will).","The link to the beyond frays and the details of this encounter slip away. You steady yourself and press on (will)."
ENCOUNTER_FALLBACK_SUCCESS,Вы сохраняете самообладание. Заминка проходит без новых бед.,You keep your composure. The lull passes without further trouble.
ENCOUNTER_FALLBACK_FAILURE,Дурное предчувствие ещё долго не отпускает.,An ill feeling clings to you for a long while.

SIDEBAR_TRAVEL_HERE,Переместиться сюда,Travel here

INV_PANEL_CLUES,Улики,Clues
INV_PANEL_TICKETS,Билеты,Tickets
INV_PANEL_FOCUS,Сосредоточение,Focus
INV_PANEL_CONDITIONS,Состояния,Conditions
INV_PANEL_ITEMS,Имущество,Possessions
INV_PANEL_NONE,—,—
ITEM_ASSET,Актив,Asset
ITEM_SPELL,Заклинание,Spell
ITEM_ARTIFACT,Артефакт,Artifact
ITEM_IMPROVEMENT,Улучшение,Improvement
ITEM_OTHER,Предмет,Item

MYSTERY_NONE_TITLE,Тайна ещё не открыта,The Mystery is not yet revealed
MYSTERY_NONE_BODY,"Сценарная библия ещё генерируется. Тайна появится, когда кампания будет готова.","The scenario bible is still generating. The Mystery will appear once the campaign is ready."
MYSTERY_STATUS_FMT,Акт %d · рок %d/%d,Act %d · doom %d/%d
MYSTERY_SOLVE,Условие закрытия,Solve condition
MYSTERY_SOLVE_CLUES,собрать %d улик на карте тайны,gather %d clues on the Mystery card
MYSTERY_SOLVE_TOKENS,разместить %d жетонов на карте тайны,place %d tokens on the Mystery card
MYSTERY_SOLVE_MONSTER,победить монстра тайны,defeat the Mystery's monster
MYSTERY_SOLVE_UNKNOWN,см. описание тайны,see the Mystery description

CAMPAIGN_GATE_TITLE,Создание кампании,Creating the campaign
CAMPAIGN_GATE_BODY,"Генерируется уникальный сценарий вашей партии — Древний, Мистерии и колода Мифов. Это займёт минуту-другую.","A unique scenario for your game is being generated — the Ancient One, the Mysteries and the Mythos deck. This will take a minute or two."

INTRO_ANCIENT_EYEBROW,Древний,The Ancient One
INTRO_MYSTERY_EYEBROW,Первая тайна,The First Mystery
INTRO_NEXT,Дальше,Next
INTRO_START,Начать,Begin

AO_RANDOM,Случайный,Random
AO_CTHULHU,Ктулху,Cthulhu
AO_AZATHOTH,Азатот,Azathoth
AO_YOG_SOTHOTH,Йог-Сотот,Yog-Sothoth
AO_HASTUR,Хастур,Hastur
AO_SHUB_NIGGURATH,Шуб-Ниггурат,Shub-Niggurath
AO_NYARLATHOTEP,Ньярлатотеп,Nyarlathotep
AO_ITHAQUA,Итаква,Ithaqua
AO_DAGON,Дагон,Dagon
FORM_PLAYER_COUNT,Игроков,Players
FORM_ANCIENT_ONE,Древний,Ancient One

MYTHOS_TITLE_FALLBACK,Миф,Mythos
MYTHOS_EFFECTS_HEADER,Эффекты:,Effects:
MYTHOS_NO_EFFECTS,(нет эффектов),(no effects)
MYTHOS_BTN_NEXT,Дальше,Next
MYTHOS_EFF_COMBINATOR,(комбинатор),(combinator)
MYTHOS_EFF_TEXT_FALLBACK,(эффект),(effect)
MYTHOS_EFF_ADVANCE_DOOM,Часы doom: +%d,Doom track: +%d
MYTHOS_EFF_ADVANCE_OMEN,Сдвиг знамения: +%d,Omen shift: +%d
MYTHOS_EFF_OPEN_GATE,Открывается врат: %d,Gates opened: %d
MYTHOS_EFF_SPAWN_MONSTER,Появляется чудовищ: %d,Monsters spawned: %d
MYTHOS_EFF_PLACE_CLUE,Появляется улик: %d,Clues placed: %d
MYTHOS_EFF_PLACE_ELDRITCH,Эльдричские жетоны: %d,Eldritch tokens: %d
MYTHOS_EFF_PLACE_RUMOR,Появляется слух,A rumor appears
MYTHOS_EFF_RESOLVE_RECKONING,Срабатывает Расплата,Reckoning triggers
MYTHOS_EFF_LOSE_HEALTH,Потеря здоровья: %d,Health lost: %d
MYTHOS_EFF_LOSE_SANITY,Потеря рассудка: %d,Sanity lost: %d
MYTHOS_EFF_GAIN_CONDITION,Получает состояние: %s,Gains condition: %s
MYTHOS_TGT_LEAD,ведущий,lead
MYTHOS_TGT_EACH,у каждого,each player
MYTHOS_TGT_EACH_CITY,в городе,in a city
MYTHOS_TGT_EACH_WILD,в дикой местности,in wilderness
MYTHOS_TGT_EACH_SEA,в море,at sea
